HPO_label,HPO_term
Type II truncus arteriosus,HP:0011608
Type III truncus arteriosus,HP:0011609
Type IV truncus arteriosus,HP:0011610
Interrupted aortic arch type C,HP:0011614
Abnormal pulmonary situs morphology,HP:0011615
Pulmonary situs inversus,HP:0011616
Pulmonary situs ambiguus,HP:0011617
Pulmonary situs ambiguus with bilateral morphologic right lungs,HP:0011618
Pulmonary situs ambiguus with bilateral morphologic left lungs,HP:0011619
Abnormality of abdominal situs,HP:0011620
Gerbode ventricular septal defect,HP:0011621
Apical muscular ventricular septal defect,HP:0011624
Aorto-ventricular tunnel,HP:0011627
Congenital defect of the pericardium,HP:0011628
Total absence of the pericardium,HP:0011629
Complete diaphragmatic absence of pericardium,HP:0011630
Complete right sided absence of pericardium,HP:0011631
Partial right sided absence of pericardium,HP:0011632
Complete left sided absence of pericardium,HP:0011633
Partial left sided absence of pericardium,HP:0011634
Partial diaphragmatic absence of pericardium,HP:0011635
Abnormal coronary artery origin,HP:0011636
Anomalous origin of coronary artery from the pulmonary artery,HP:0011637
Anomalous origin of left coronary artery from the pulmonary artery,HP:0011638
Anomalous origin of right coronary artery from the pulmonary artery,HP:0011639
Single coronary artery origin,HP:0011640
Abnormal coronary sinus morphology,HP:0011642
Coronary sinus atrial septal defect,HP:0011643
Coronary sinus diverticulum,HP:0011644
Dilatation of the sinus of Valsalva,HP:0011645
Juxtaductal coarctation of the aorta,HP:0011646
Postductal coarctation of the aorta,HP:0011647
Patent ductus arteriosus after birth at term,HP:0011648
Bilateral ductus arteriosus,HP:0011650
Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis,HP:0011651
Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis,HP:0011652
Double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis,HP:0011653
Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis,HP:0011655
Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis,HP:0011656
Double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis,HP:0011657
Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis,HP:0011658
Tetralogy of Fallot with absent pulmonary valve,HP:0011659
Anomalous origin of one pulmonary artery from ascending aorta,HP:0011660
Anomalous origin of left pulmonary artery from ascending aorta,HP:0011661
Takotsubo cardiomyopathy,HP:0011665
Absent right superior vena cava,HP:0011666
Bilateral superior vena cava with bridging vein,HP:0011667
Bilateral superior vena cava with no bridging vein,HP:0011668
Left superior vena cava draining directly to the left atrium,HP:0011669
Left superior vena cava draining to coronary sinus,HP:0011670
Interrupted inferior vena cava with azygous continuation,HP:0011671
Cardiac myxoma,HP:0011672
Cardiac hemangioma,HP:0011673
Cardiac teratoma,HP:0011674
Tetralogy of Fallot with absent subarterial conus,HP:0011676
Single ventricle of indeterminate morphology,HP:0011680
Subarterial ventricular septal defect,HP:0011681
Non-restrictive ventricular septal defect,HP:0011684
Infra-aortic superior vena cava,HP:0011685
Abnormal coronary artery course,HP:0011686
Supraventricular tachycardia with a concealed accessory connection,HP:0011689
Permanent junctional reciprocating tachycardia,HP:0011690
Supraventricular tachycardia with a concealed accessory pathway on the left free wall,HP:0011691
Supraventricular tachycardia with a concealed accessory pathway on the right free wall,HP:0011692
Supraventricular tachycardia with a concealed accessory pathway on the septum,HP:0011693
Supraventricular tachycardia with a manifest accessory pathway,HP:0011694
Supraventricular tachycardia with a manifest accessory pathway on the left free wall,HP:0011696
Supraventricular tachycardia with a manifest accessory pathway on the right free wall,HP:0011697
Supraventricular tachycardia with a manifest accessory pathway on the septum,HP:0011698
Atrial reentry tachycardia,HP:0011699
Abnormal electrophysiology of sinoatrial node origin,HP:0011702
Mobitz II atrioventricular block,HP:0011708
Atrioventricular dissociation,HP:0011709
Libman-Sacks lesions,HP:0011714
Trifascicular block,HP:0011715
Supracardiac total anomalous pulmonary venous connection,HP:0011719
Infracardiac total anomalous pulmonary venous connection,HP:0011721
Chaotic multifocal atrial tachycardia,HP:0011725
Persistent fetal circulation,HP:0011726
Elbow clonus,HP:0011728
Abnormality of joint mobility,HP:0011729
Abnormal central sensory function,HP:0011730
Abnormality of circulating cortisol level,HP:0011731
Abnormality of adrenal morphology,HP:0011732
Abnormality of adrenal physiology,HP:0011733
Adrenocorticotropin deficient adrenal insufficiency,HP:0011735
Primary hyperaldosteronism,HP:0011736
Corticotropin-releasing hormone deficient adrenal insufficiency,HP:0011737
Corticotropin-releasing hormone receptor defect,HP:0011738
Dexamethasone-suppressible primary hyperaldosteronism,HP:0011739
Glucocortocoid-insensitive primary hyperaldosteronism,HP:0011740
Secondary hyperaldosteronism,HP:0011741
Ectopic adrenal gland,HP:0011742
Adrenal gland agenesis,HP:0011743
Secondary hypercortisolism,HP:0011744
Non-secretory adrenocortical adenoma,HP:0011745
Secretory adrenocortical adenoma,HP:0011746
Adrenocorticotropic hormone excess,HP:0011749
Neoplasm of the posterior pituitary,HP:0011752
Posterior pituitary dysgenesis,HP:0011753
Pituicytoma,HP:0011754
Ectopic posterior pituitary,HP:0011755
Posterior pituitary agenesis,HP:0011756
Posterior pituitary hypoplasia,HP:0011757
Pituitary acidophilic stem cell adenoma,HP:0011758
Pituitary gonadotropic cell adenoma,HP:0011759
Pituitary growth hormone cell adenoma,HP:0011760
Pituitary null cell adenoma,HP:0011761
Pituitary thyrotropic cell adenoma,HP:0011762
Pituitary carcinoma,HP:0011763
Pituitary spindle cell oncocytoma,HP:0011764
obsolete Ectopic anterior pituitary,HP:0011765
Abnormality of the parathyroid physiology,HP:0011767
Parathyroid dysgenesis,HP:0011768
Ectopic parathyroid,HP:0011769
Tertiary hyperparathyroidism,HP:0011770
Autoimmune hypoparathyroidism,HP:0011771
Abnormal thyroid morphology,HP:0011772
Thyroid follicular adenoma,HP:0011774
Thyroid macrofollicular adenoma,HP:0011775
Thyroid microfollicular adenoma,HP:0011776
Thyroid papillary adenoma,HP:0011777
Thyroid atypical adenoma,HP:0011778
Anaplastic thyroid carcinoma,HP:0011779
Thyroid hemiagenesis,HP:0011780
Thyroid C cell hyperplasia,HP:0011781
Thyroid crisis,HP:0011782
Thyrotoxicosis from ectopic thyroid tissue,HP:0011783
Thyrotoxicosis with diffuse goiter,HP:0011784
Thyrotoxicosis with toxic multinodular goiter,HP:0011785
Thyrotoxicosis with toxic single thyroid nodule,HP:0011786
Increased circulating free T3,HP:0011788
Impaired sensitivity to thyroid stimulating hormone,HP:0011789
Activating thyroid-stimulating hormone receptor defect,HP:0011790
Inactivating thyroid-stimulating hormone receptor defect,HP:0011791
Neoplasm by histology,HP:0011792
Neoplasm by anatomical site,HP:0011793
Embryonal renal neoplasm,HP:0011794
Intralobar nephroblastomatosis,HP:0011795
Perilobar nephroblastomatosis,HP:0011796
Papillary renal cell carcinoma type 1,HP:0011797
Renal oncocytoma,HP:0011798
Enlargement of parotid gland,HP:0011801
Hamartoma of tongue,HP:0011802
Bifid nose,HP:0011803
Abnormal muscle physiology,HP:0011804
Type 1 muscle fiber atrophy,HP:0011807
Paradoxical myotonia,HP:0011809
Impaired two-point discrimination,HP:0011810
Impaired touch localization,HP:0011811
Agraphesthesia,HP:0011812
Increased cerebral lipofuscin,HP:0011813
Increased urinary hypoxanthine,HP:0011814
Parietal encephalocele,HP:0011816
Basal encephalocele,HP:0011817
Nasofrontal encephalocele,HP:0011818
Submucous cleft soft palate,HP:0011819
Membranous choanal atresia,HP:0011820
Chin with horizontal crease,HP:0011823
Chin with H-shaped crease,HP:0011824
Tented philtrum,HP:0011825
Philtrum with midline raphe,HP:0011826
Malaligned philtral ridges,HP:0011827
Midline sinus of philtrum,HP:0011828
Deviated nasal tip,HP:0011831
Narrow nasal tip,HP:0011832
Overhanging nasal tip,HP:0011833
Absent scaphoid,HP:0011835
Delayed talus ossification,HP:0011836
Sclerodactyly,HP:0011838
Abnormal T cell count,HP:0011839
Abnormality of T cell physiology,HP:0011840
Ventricular flutter,HP:0011841
Abnormal musculoskeletal physiology,HP:0011843
Abnormal appendicular skeleton morphology,HP:0011844
Short second metatarsal,HP:0011845
Osteoblastoma,HP:0011846
Giant cell tumor of bone,HP:0011847
Abnormal bone ossification,HP:0011849
Hemopericardium,HP:0011851
Chylopericardium,HP:0011852
Serous pericardial effusion,HP:0011853
Plasmacytoma,HP:0011857
Reduced factor IX activity,HP:0011858
Metaphyseal dappling,HP:0011860
Bilateral trilobed lung,HP:0011861
Abnormal bone collagen fibril morphology,HP:0011862
Abnormal sternal ossification,HP:0011863
Elevated plasma pyrophosphate,HP:0011864
Abnormal iliac wing morphology,HP:0011867
Sciatica,HP:0011868
Abnormal platelet function,HP:0011869
Impaired arachidonic acid-induced platelet aggregation,HP:0011870
Impaired ristocetin-induced platelet aggregation,HP:0011871
Impaired thrombin-induced platelet aggregation,HP:0011872
Abnormal platelet count,HP:0011873
Heparin-induced thrombocytopenia,HP:0011874
Abnormal platelet morphology,HP:0011875
Abnormal platelet volume,HP:0011876
Abnormal platelet membrane protein expression,HP:0011878
Decreased platelet glycoprotein Ib-IX-V,HP:0011879
Acute disseminated intravascular coagulation,HP:0011880
Decreased platelet glycoprotein VI,HP:0011881
Decreased platelet P2Y12 receptor,HP:0011882
Abnormal platelet granules,HP:0011883
Abnormal umbilical stump bleeding,HP:0011884
Hyphema,HP:0011886
Choroid hemorrhage,HP:0011887
Bleeding requiring red cell transfusion,HP:0011888
Prolonged bleeding following procedure,HP:0011890
Post-partum hemorrhage,HP:0011891
Low levels of vitamin K,HP:0011892
Abnormal leukocyte count,HP:0011893
Impaired thromboxane A2 agonist-induced platelet aggregation,HP:0011894
Anemia due to reduced life span of red cells,HP:0011895
Abnormality of circulating fibrinogen,HP:0011898
Hyperfibrinogenemia,HP:0011899
Dysfibrinogenemia,HP:0011901
HbH hemoglobin,HP:0011903
Persistence of hemoglobin F,HP:0011904
Reduced hemoglobin A,HP:0011905
Reduced beta/alpha synthesis ratio,HP:0011906
Reduced alpha/beta synthesis ratio,HP:0011907
Unilateral radial aplasia,HP:0011908
Flattened metacarpal heads,HP:0011909
Shortening of all phalanges of fingers,HP:0011910
Abnormality of the glenoid fossa,HP:0011912
Lumbar hypertrichosis,HP:0011913
Thoracic hypertrichosis,HP:0011914
Cardiovascular calcification,HP:0011915
Toe extensor amyotrophy,HP:0011916
Pleural empyema,HP:0011919
Transudative pleural effusion,HP:0011920
Exudative pleural effusion,HP:0011921
Abnormal activity of mitochondrial respiratory chain,HP:0011922
Decreased activity of mitochondrial complex I,HP:0011923
Decreased activity of mitochondrial complex III,HP:0011924
Decreased activity of mitochondrial ATP synthase complex,HP:0011925
Proximal placement of hallux,HP:0011926
Short proximal phalanx of toe,HP:0011928
Hypersegmentation of proximal phalanx of third finger,HP:0011929
Hyperextensible skin of chest,HP:0011930
Abnormal superior cerebellar peduncle morphology,HP:0011932
Elongated superior cerebellar peduncle,HP:0011933
Dilatation of mesenteric artery,HP:0011934
Decreased urinary urate,HP:0011935
Decreased plasma total carnitine,HP:0011936
3-4 finger cutaneous syndactyly,HP:0011939
Anterior wedging of T12,HP:0011940
Anterior wedging of L2,HP:0011941
Increased urinary sulfite,HP:0011942
Increased urinary thiosulfate,HP:0011943
Acute infectious pneumonia,HP:0011949
Acute aspiration pneumonia,HP:0011952
Pulmonary lymphoma,HP:0011953
Nodular regenerative hyperplasia of liver,HP:0011954
Hepatic granulomatosis,HP:0011955
Intestinal lymphoid nodular hyperplasia,HP:0011956
Abnormal pectoral muscle morphology,HP:0011957
Retinal perforation,HP:0011958
Unilateral hypoplasia of pectoralis major muscle,HP:0011959
Substantia nigra gliosis,HP:0011960
Non-obstructive azoospermia,HP:0011961
Obstructive azoospermia,HP:0011962
Pretesticular azoospermia,HP:0011963
Abnormal circulating citrulline concentration,HP:0011965
Elevated plasma citrulline,HP:0011966
Elevated circulating luteinizing hormone level,HP:0011969
Cerebral amyloid angiopathy,HP:0011970
Hypoglycorrhachia,HP:0011972
Aminoglycoside-induced hearing loss,HP:0011975
Elevated urinary catecholamines,HP:0011976
Elevated urinary homovanillic acid,HP:0011977
Elevated urinary vanillylmandelic acid,HP:0011978
Elevated urinary dopamine,HP:0011979
Cholesterol gallstones,HP:0011980
Pigment gallstones,HP:0011981
Black pigment gallstones,HP:0011982
Brown pigment gallstones,HP:0011983
Atretic gallbladder,HP:0011984
Acholic stools,HP:0011985
Ectopic ossification,HP:0011986
Ectopic ossification in muscle tissue,HP:0011987
Ectopic ossification in tendon tissue,HP:0011988
Ectopic ossification in ligament tissue,HP:0011989
Abnormality of neutrophil physiology,HP:0011990
Abnormal neutrophil count,HP:0011991
Abnormality of neutrophil morphology,HP:0011992
Impaired neutrophil bactericidal activity,HP:0011993
Elevated coagulation factor V activity,HP:0011996
Postprandial hyperlactemia,HP:0011997
Postprandial hyperglycemia,HP:0011998
Experiential epileptic aura,HP:0012002
Affective epileptic aura,HP:0012003
Focal cognitive seizure with deja vu/jamais vu,HP:0012004
Deja vu aura,HP:0012005
Focal cognitive seizure with illusion,HP:0012008
EEG with frontal focal spike waves,HP:0012010
EEG with occipital focal spike waves,HP:0012011
EEG with parietal focal spike waves,HP:0012012
EEG with occipital focal spikes,HP:0012016
Lens luxation,HP:0012019
Congenital portosystemic venous shunt,HP:0012022
Galactosuria,HP:0012023
Abnormal circulating ornithine concentration,HP:0012025
Hyperornithinemia,HP:0012026
Hepatocellular adenoma,HP:0012028
Abnormal urine hormone level,HP:0012029
Sacral lipoma,HP:0012033
Liposarcoma,HP:0012034
Steatocystoma multiplex,HP:0012035
Sternocleidomastoid amyotrophy,HP:0012036
Pectoralis amyotrophy,HP:0012037
Corneal guttata,HP:0012038
Corneal stromal edema,HP:0012040
Decreased fertility in males,HP:0012041
Seesaw nystagmus,HP:0012044
Retinal flecks,HP:0012045
Areflexia of upper limbs,HP:0012046
Oromandibular dystonia,HP:0012048
Reactive hypoglycemia,HP:0012051
Decreased circulating calcifediol concentration,HP:0012053
Choroidal melanoma,HP:0012054
Ciliary body melanoma,HP:0012055
Cutaneous melanoma,HP:0012056
Superficial spreading melanoma,HP:0012057
Nodular melanoma,HP:0012058
Lentigo maligna melanoma,HP:0012059
Acral lentiginous melanoma,HP:0012060
Urinary excretion of sialylated oligosaccharides,HP:0012061
Aneurysmal bone cyst,HP:0012063
Increased urinary disaccharide excretion,HP:0012066
Glycopeptiduria,HP:0012067
Aspartylglucosaminuria,HP:0012068
Keratan sulfate excretion in urine,HP:0012069
Abnormal circulating acetylcarnitine concentration,HP:0012071
Abnormal urinary acylglycine profile,HP:0012073
Tonic pupil,HP:0012074
Histrionic personality disorder,HP:0012077
Motor conduction block,HP:0012078
Abnormality of central motor conduction,HP:0012079
Cerebellar granular layer atrophy,HP:0012080
Enlarged cerebellum,HP:0012081
Cerebellar Purkinje layer atrophy,HP:0012082
Ubiquitin-positive cerebral inclusion bodies,HP:0012083
Abnormality of skeletal muscle fiber size,HP:0012084
Abnormal mitochondrial shape,HP:0012087
Abnormal pancreas size,HP:0012094
Intracranial epidermoid cyst,HP:0012096
Abnormality of circulating catecholamine level,HP:0012099
Abnormal circulating creatinine concentration,HP:0012100
Decreased serum creatinine,HP:0012101
Abnormal mitochondrial number,HP:0012102
Parietal cortical atrophy,HP:0012104
Occipital cortical atrophy,HP:0012105
Rhizomelic leg shortening,HP:0012106
Increased fibular diameter,HP:0012107
Open angle glaucoma,HP:0012108
Angle closure glaucoma,HP:0012109
Abnormality of circulating glucocorticoid level,HP:0012111
Abnormal circulating corticosterone level,HP:0012112
Abnormal circulating creatine concentration,HP:0012113
Endometrial carcinoma,HP:0012114
Abnormal circulating albumin concentration,HP:0012116
Hyperalbuminemia,HP:0012117
Laryngeal carcinoma,HP:0012118
Methemoglobinemia,HP:0012119
Methylmalonic aciduria,HP:0012120
Panuveitis,HP:0012121
Posterior uveitis,HP:0012123
Uraciluria,HP:0012127
Abnormality of bone marrow stromal cells,HP:0012129
Abnormal erythroid lineage cell morphology,HP:0012130
Abnormal number of erythroid precursors,HP:0012131
Erythroid hyperplasia,HP:0012132
Erythroid hypoplasia,HP:0012133
Dysplastic erythropoesis,HP:0012134
Abnormal granulocytopoietic cell morphology,HP:0012135
Dysplastic granulopoesis,HP:0012136
Abnormal number of granulocyte precursors,HP:0012137
Granulocytic hyperplasia,HP:0012138
Granulocytic hypoplasia,HP:0012139
obsolete Abnormality of cells of the lymphoid lineage,HP:0012140
Pancreatic squamous cell carcinoma,HP:0012142
Abnormal megakaryocyte morphology,HP:0012143
Abnormal monocyte morphology,HP:0012144
Abnormality of multiple cell lineages in the bone marrow,HP:0012145
Multiple lineage myelodysplasia,HP:0012148
Bilineage myelodysplasia,HP:0012149
Single lineage myelodysplasia,HP:0012150
Foveoschisis,HP:0012152
Hypotriglyceridemia,HP:0012153
Decreased corneal sensation,HP:0012155
Subcortical cerebral atrophy,HP:0012157
Carotid artery dissection,HP:0012158
Internal carotid artery dissection,HP:0012159
Intracranial internal carotid artery dissection,HP:0012160
External carotid artery dissection,HP:0012161
Common carotid artery dissection,HP:0012162
Asterixis,HP:0012164
Oligodactyly,HP:0012165
Skin-picking,HP:0012166
Stereotypical hand wringing,HP:0012171
Glioblastoma multiforme,HP:0012174
Resistance to activated protein C,HP:0012175
Abnormal natural killer cell physiology,HP:0012177
Reduced natural killer cell activity,HP:0012178
Craniofacial dystonia,HP:0012179
Cystic medial necrosis,HP:0012180
Oropharyngeal squamous cell carcinoma,HP:0012182
Hyperplastic colonic polyposis,HP:0012183
Entrapment neuropathy of the ulnar nerve at elbow,HP:0012186
Increased erythrocyte protoporphyrin concentration,HP:0012187
Hodgkin lymphoma,HP:0012189
Anaplastic large-cell lymphoma,HP:0012193
Episodic hemiplegia,HP:0012194
Insulinoma,HP:0012197
Juvenile colonic polyposis,HP:0012198
Abnormality of prothrombin,HP:0012200
obsolete Reduced prothrombin activity,HP:0012201
Increased serum bile acid concentration,HP:0012202
Recurrent vulvovaginal candidiasis,HP:0012204
Globozoospermia,HP:0012205
Abnormal sperm motility,HP:0012206
Reduced sperm motility,HP:0012207
Immotile sperm,HP:0012208
Juvenile myelomonocytic leukemia,HP:0012209
Abnormal glomerular filtration rate,HP:0012212
Decreased glomerular filtration rate,HP:0012213
Increased glomerular filtration rate,HP:0012214
Testicular microlithiasis,HP:0012215
Entrapment neuropathy of suprascapular nerve,HP:0012216
Increased urinary porphobilinogen,HP:0012217
Alveolar soft part sarcoma,HP:0012218
Non-caseating epithelioid cell granulomatosis,HP:0012220
Pretibial blistering,HP:0012221
Arachnoid hemangiomatosis,HP:0012222
Circulating immune complexes,HP:0012224
Oligodontia of primary teeth,HP:0012225
Ovarian teratoma,HP:0012226
Rhegmatogenous retinal detachment,HP:0012230
Shortened QT interval,HP:0012232
Intramuscular hematoma,HP:0012233
Drug-induced agranulocytosis,HP:0012235
Urocanic aciduria,HP:0012237
Increased circulating chylomicron concentration,HP:0012238
Atransferrinemia,HP:0012239
Increased intramyocellular lipid droplets,HP:0012240
Levator palpebrae superioris atrophy,HP:0012241
Superior rectus atrophy,HP:0012242
Abnormal sex determination,HP:0012244
Specific anosmia,HP:0012247
Prolonged PR interval,HP:0012248
ST segment depression,HP:0012250
ST segment elevation,HP:0012251
Abnormal respiratory epithelium morphology,HP:0012253
Ewing sarcoma,HP:0012254
Dynein arm defect of respiratory motile cilia,HP:0012255
Absent outer dynein arms,HP:0012256
Absent inner dynein arms,HP:0012257
Abnormal axonemal organization of respiratory motile cilia,HP:0012258
Absent inner and outer dynein arms,HP:0012259
Abnormal central microtubular pair morphology of respiratory motile cilia,HP:0012260
Abnormal respiratory motile cilium physiology,HP:0012261
Abnormal ciliary motility,HP:0012262
Immotile cilia,HP:0012263
Absent central microtubular pair morphology of respiratory motile cilia,HP:0012264
T-wave alternans,HP:0012266
Absent respiratory ciliary axoneme radial spokes,HP:0012267
Myxoid liposarcoma,HP:0012268
Abnormal muscle glycogen content,HP:0012269
Decreased muscle glycogen content,HP:0012270
Episodic upper airway obstruction,HP:0012271
J wave,HP:0012272
Increased carotid artery intimal medial thickness,HP:0012273
Autosomal dominant inheritance with paternal imprinting,HP:0012274
Autosomal dominant inheritance with maternal imprinting,HP:0012275
Hypoglycinemia,HP:0012277
Abnormal circulating serine concentration,HP:0012278
Hyposerinemia,HP:0012279
Hepatic amyloidosis,HP:0012280
Chylous ascites,HP:0012281
Morbilliform rash,HP:0012282
Small distal femoral epiphysis,HP:0012283
Small proximal tibial epiphyses,HP:0012284
Abnormal hypothalamus physiology,HP:0012285
Hypothalamic luteinizing hormone-releasing hormone deficiency,HP:0012287
obsolete Tracheal neoplasm,HP:0012291
Fusion of gums,HP:0012292
Abnormal genital pigmentation,HP:0012293
Abnormal occipital bone morphology,HP:0012294
Slender middle phalanx of finger,HP:0012295
Slender distal phalanx of finger,HP:0012296
Slender proximal phalanx of finger,HP:0012297
Long middle phalanx of finger,HP:0012298
Long distal phalanx of finger,HP:0012299
Ureteral agenesis,HP:0012300
Type II transferrin isoform profile,HP:0012301
Herpes simplex encephalitis,HP:0012302
Coarctation of the descending aortic arch,HP:0012305
Abnormal rib ossification,HP:0012306
Spatulate ribs,HP:0012307
Decreased serum complement C9,HP:0012308
Abnormal monocyte count,HP:0012310
Monocytosis,HP:0012311
Heberden's node,HP:0012313
Histiocytoma,HP:0012315
Fibrous tissue neoplasm,HP:0012316
Sacroiliac arthritis,HP:0012317
Absent pigmentation of the abdomen,HP:0012319
D-2-hydroxyglutaric aciduria,HP:0012321
Perifolliculitis,HP:0012322
Chronic myelomonocytic leukemia,HP:0012325
Cementoma,HP:0012328
Tufted angioma,HP:0012329
Abnormal autonomic nervous system morphology,HP:0012331
Abnormal sudomotor regulation,HP:0012333
Extrahepatic cholestasis,HP:0012334
Abnormality of folate metabolism,HP:0012335
obsolete Reduced cerebrospinal fluid 5-methyltetrahydrofolate concentration,HP:0012336
Abnormal homeostasis,HP:0012337
Abnormal energy expenditure,HP:0012338
Increased resting energy expenditure,HP:0012339
Decreased resting energy expenditure,HP:0012340
Microprolactinoma,HP:0012341
Macroprolactinoma,HP:0012342
Abnormal glycosylation,HP:0012345
Abnormal protein glycosylation,HP:0012346
Abnormal protein N-linked glycosylation,HP:0012347
Decreased galactosylation of N-linked protein glycosylation,HP:0012348
Abnormal sialylation of N-linked protein glycosylation,HP:0012349
Decreased sialylation of N-linked protein glycosylation,HP:0012350
Increased sialylation of N-linked protein glycosylation,HP:0012351
Abnormal fucosylation of protein N-linked glycosylation,HP:0012352
Decreased fucosylation of N-linked protein glycosylation,HP:0012353
Increased fucosylation of N-linked protein glycosylation,HP:0012354
Abnormal mannosylation of N-linked protein glycosylation,HP:0012355
Decreased mannosylation of N-linked protein glycosylation,HP:0012356
Increased mannosylation of N-linked protein glycosylation,HP:0012357
Abnormal protein O-linked glycosylation,HP:0012358
Abnormal fucosylation of O-linked protein glycosylation,HP:0012359
Decreased fucosylation of O-linked protein glycosylation,HP:0012360
Increased fucosylation of O-linked protein glycosylation,HP:0012361
Abnormal sialylation of O-linked protein glycosylation,HP:0012362
Decreased sialylation of O-linked protein glycosylation,HP:0012363
Decreased urinary potassium,HP:0012364
Hypophosphaturia,HP:0012365
Basilar invagination,HP:0012366
Extra fontanelles,HP:0012367
Prominence of the zygomatic bone,HP:0012370
Hyperplasia of midface,HP:0012371
Abnormal eye physiology,HP:0012373
obsolete Abnormal globe morphology,HP:0012374
Microphakia,HP:0012376
Reduced carnitine O-palmitoyltransferase level,HP:0012380
Delayed self-feeding during toddler years,HP:0012381
Left-to-right shunt,HP:0012382
Bidirectional shunt,HP:0012383
Absent hallux,HP:0012386
Hyporeflexia of upper limbs,HP:0012391
Jaw hyporeflexia,HP:0012392
Iodine contrast allergy,HP:0012394
Biliary dyskinesia,HP:0012396
Aortic atherosclerotic lesion,HP:0012397
Abnormal aldolase level,HP:0012400
Abnormal urine alpha-ketoglutarate concentration,HP:0012401
Increased urine alpha-ketoglutarate concentration,HP:0012402
Decreased urine alpha-ketoglutarate concentration,HP:0012403
Abnormal urine citrate concentration,HP:0012404
Hypocitraturia,HP:0012405
Hypercitraturia,HP:0012406
Cortical nephrocalcinosis,HP:0012409
Notched primary central incisor,HP:0012413
Duodenal atrophy,HP:0012414
Abnormal blood gas level,HP:0012415
Hypocapnia,HP:0012417
Hyperoxemia,HP:0012419
Congenital absence of foreskin,HP:0012421
Villous hypertrophy of choroid plexus,HP:0012422
Colonic inertia,HP:0012423
Chorioretinitis,HP:0012424
Prominent calcaneus,HP:0012428
Ventral shortening of foreskin,HP:0012435
Nonocclusive coronary artery atherosclerosis,HP:0012436
Abnormal gallbladder physiology,HP:0012438
Abnormal biliary tract physiology,HP:0012439
Sphincter of Oddi dyskinesia,HP:0012441
Gallbladder dyskinesia,HP:0012442
Sacroiliac joint synovitis,HP:0012449
Acute constipation,HP:0012451
Bilateral wrist flexion contracture,HP:0012453
obsolete Large artery calcification,HP:0012455
Medial arterial calcification,HP:0012456
Medial calcification of medium-sized arteries,HP:0012457
Medial calcification of small arteries,HP:0012458
Hypnic headache,HP:0012459
Dysmorphic inferior cerebellar vermis,HP:0012460
Bacteriuria,HP:0012461
Chin myoclonus,HP:0012462
Elevated transferrin saturation,HP:0012463
Decreased transferrin saturation,HP:0012464
Elevated hepatic iron concentration,HP:0012465
Acute respiratory acidosis,HP:0012467
Setting-sun eye phenomenon,HP:0012470
Decreased specific pneumococcal antibody level,HP:0012476
Vocal tremor,HP:0012477
Temporomandibular joint ankylosis,HP:0012478
Temporomandibular joint crepitus,HP:0012479
Frontal venous angioma,HP:0012482
Abnormal alpha granules,HP:0012483
Abnormal dense granules,HP:0012484
Abnormal surface-connected open canalicular system,HP:0012485
Cerebellopontine angle arachnoid cyst,HP:0012487
Intraventricular arachnoid cyst,HP:0012488
Suprasellar arachnoid cyst,HP:0012489
Abnormal dense tubular system,HP:0012491
Middle cerebral artery stenosis,HP:0012493
Anterior cerebral artery stenosis,HP:0012494
Posterior cerebral artery stenosis,HP:0012495
Reduced maximal inspiratory pressure,HP:0012496
Reduced maximal expiratory pressure,HP:0012497
Descending aortic dissection,HP:0012499
Verrucous papule,HP:0012500
Abnormal brainstem white matter morphology,HP:0012501
Abnormal size of pituitary gland,HP:0012504
Weakness of orbicularis oculi muscle,HP:0012507
Reduced thyroxin-binding globulin,HP:0012509
Temporal optic disc pallor,HP:0012511
Diffuse optic disc pallor,HP:0012512
Hip flexor weakness,HP:0012515
Reduced catalase level,HP:0012517
Abnormal circle of Willis morphology,HP:0012518
Hypoplastic posterior communicating artery,HP:0012519
Optic nerve aplasia,HP:0012521
Spider hemangioma,HP:0012522
Abnormal platelet shape,HP:0012524
Abnormal alpha granule distribution,HP:0012525
Absence of alpha granules,HP:0012526
Abnormal alpha granule content,HP:0012527
Abnormal number of alpha granules,HP:0012528
Abnormal dense granule content,HP:0012529
Abnormal number of dense granules,HP:0012530
Dysesthesia,HP:0012534
Abnormal synaptic transmission,HP:0012535
Maternal anticardiolipin antibody positive,HP:0012536
Onychauxis,HP:0012542
Hemosiderinuria,HP:0012543
Elevated aldolase level,HP:0012544
Reduced aldolase level,HP:0012545
Skewed maternal X inactivation,HP:0012546
Abnormal involuntary eye movements,HP:0012547
Conjunctival lipoma,HP:0012549
Colonic varices,HP:0012550
Absent neutrophil specific granules,HP:0012551
Increased neutrophil nuclear projections,HP:0012552
Hypoplastic thumbnail,HP:0012553
Absent thumbnail,HP:0012554
Absent nail of hallux,HP:0012555
Hyperbeta-alaninemia,HP:0012556
EEG with centrotemporal focal spike waves,HP:0012557
Abnormal T3/T4 ratio,HP:0012558
Increased T3/T4 ratio,HP:0012559
Decreased T3/T4 ratio,HP:0012560
Unicuspid aortic valve,HP:0012561
